smhi_channel	smhi_code	smhi_units	myo_scaling	myo_channel	myo_code	units	valid_min	valid_max	standard_name	type_of_analysis	long_name
8001	Year	num_value	1	8001	YEAR	num_value	1700	2099	year	-	Year
8002	Latitude	deg	1	8002	LATX	degree_north	-90	90	latitude	-	Latitude of each location
8003	Longitude	deg	1	8003	LONX	degree_east	-180	180	longitude	-	Longitude of each location
8028	WindForce	Beaufort	1	8028	WBFO	-	0	12	beaufort_wind_force	-	Beaufort wind force
8029	Gust	m/s	1	8029	GSPD	m s-1	0	100	wind_speed_of_gust	-	Gust wind speed
8030	WindDir	deg	1	8030	WDIR	degree	0	360	wind_from_direction	-	Wind from direction relative true north
8031	WindSpeed	m/s	1	8031	WSPD	m s-1	0	100	wind_speed	-	Horizontal wind speed
8032	Airpressure	hPa	1	8032	ATMP	hPa	950	1050	air_pressure	-	Atmospheric pressure at altitude
8033	AirTemp	degC	1	8033	DRYT	degrees_C	-20	40	air_temperature	-	Air temperature in dry bulb
8034	Humidity	%	1	8034	RELH	%	0	100	relative_humidity	-	Relative humidity
8041	Hs	m	1	8041	VGHS	m	0	30	sea_surface_wave_significant_height	unkown	Generic format
8042	Hs	m	1	8042	VAVH	m	0	30	sea_surface_wave_significant_height	zero crossing	Average height highest 1/3 wave (H1/3)
8043	Hm0	m	1	8043	VHM0	m	0	30	sea_surface_wave_significant_height	spectral analysis	Spectral significant wave height (Hm0)
8044	Tz	s	1	8044	VTZA	s	0	30	sea_surface_wave_mean_period	zero crossing	Average zero crossing wave period (Tz)
8045	Mdir	deg	1	8045	VMDR	degree	0	360	sea_surface_wave_from_direction	spectral analysis	Mean wave direction from (Mdir)
8046	Hmax_estimated	m	1	8046	VEMH	m	0	30	sea_surface_wave_maximum_height	unknown	Estimated maximum wave height
8047	Hmax_zero_up	m	1	8047	VZMX	m	0	30	sea_surface_wave_maximum_height	zero crossing	Maximum zero crossing wave height (Hmax)
8048	Hmax_zero_down	m	1	8048	VZMD	m	0	30	sea_surface_wave_maximum_height	zero crossing	Maximum zero down crossing wave height (Hmax)
8060	Fluorescence	relative	1	8060	FLUO	relative	-0.1	10	fluorescence	-	Fluorescence
8061	LightAtt	m-1	1	8061	TUR2	m-1	0	10	light_attenuation	-	Light attenuation coefficient
8062	Chlorophyll	ug/l	1	8062	CPHL	mg m-3	0	1000	mass_concentration_of_chlorophyll_a_in_sea_water	-	Chlorophyll-a
8063	Chlorophyll-fluorescence	ug/l	1	8063	FLU2	mg m-3	0	1000	mass_concentration_of_chlorophyll_a_fluorescence_in_sea_water	-	Chlorophyll-a fluorescence
8086	Specific_weight	g/cm3	1	8086	SPEC	g cm-3	0	2	specific_weight	-	Specific weight
8087	Temperature_specific_weight	degC	1	8087	TSPE	degrees_C	-2	32	temperature_specific_weight	-	Temperature specific weight
8088	Number_of_hits	-	1	8088	CNUM	-	0	1000	number_of_hits	-	Number of hits
8092	Quality_flag	-	1	8092	QFLA	-	0	9	quality_flag	-	Quality flag
8165	CDOM	ppb	1	8165	CDOM	1e-9	0	100	concentration_of_colored_dissolved_organic_matter_in_sea_water_expressed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate	-	Cdom
8166	Phycoerythrin	ug/l	1	8166	PHER	mg m-3	0	100	phycoerythrin	-	Phycoerythrin
8167	pCO2_luft	ppm	1	8167	PCO2	µatm	0	100	surface_partial_pressure_of_carbon_dioxide_in_sea_water	-	CO2 partial pressure
8168	WatPres	dBar	1	8168	PRES	dbar	0	6000	sea_water_pressure	-	Sea pressure
8169	Oxygen	umol/kg	1	8169	DOX2	µmol kg-1	0	450	moles_of_oxygen_per_unit_mass_in_sea_water	-	Dissolved oxygen
8171	Speed	knots	1	8171	SPOG	knots	0	50	platform_speed_wrt_sea_water	-	Platform speed wrt sea water
8173	Phycocyanin	ug/l	1	8173	PHYC	mg m-3	0	1000	phycocyanin	-	Phycocyanin
8174	Turbidity	NTU	1	8174	TUR4	1	0	10000	sea_water_turbidity	-	Turbidity
8175	PAR	uEm2s-1	1	8175	LGHT	uEm2s-1	0	4000	par	-	Light irradiance immerged par
8176	Oxygen	mmol/m3	1	8176	DOXY	mmol m-3	0	650	mole_concentration_of_dissolved_molecular_oxygen_in_sea_water	-	Dissolved oxygen
8177	PCO2	ppm	1	8177	XCO2	µatm	0	5000	pco2	-	CO2 mole fraction in dry gas
8178	Depth	m	1	8178	DEPH	m	0	6000	depth	-	Depth
8179	WatTemp	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8180	WatTemp2	degC	1	8180	TEMP2	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8181	Salinity	PSU	1	8181	PSAL	0.001	0	40	sea_water_practical_salinity	-	Practical salinity
8182	Salinity2	PSU	1	8182	PSAL2	0.001	0	40	sea_water_practical_salinity	-	Practical salinity
8183	CurDir	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8184	CurSp	cm/s	0.01	8184	HCSP	m s-1	0	3	sea_water_speed	-	Horizontal current speed
8185	Conductivity	S/m	1	8185	CNDC	S m-1	0	1000	sea_water_electrical_conductivity	-	Electrical conductivity
8186	Vdir	deg	1	8186	VDIR	degree	0	360	sea_surface_wave_from_direction	unknown	Wave direction rel. true north
8187	SoundVelocity	m/s	1	8187	SVEL	m s-1	1350	1600	speed_of_sound_in_sea_water	-	Sound velocity
8188	CurEast	m/s	1	8188	EWCT	m s-1	-20	20	eastward_sea_water_velocity	-	West-east current component
8189	CurNorth	m/s	1	8189	NSCT	m s-1	-20	20	northward_sea_water_velocity	-	South-north current component
8190	Oxy_sat	%	1	8190	OSAT	%	0	10	fractional_saturation_of_oxygen_in_sea_water	-	Oxygen saturation
8191	Oxygen	ml/l	1	8191	DOX1	ml l-1	0	10	volume_fraction_of_oxygen_in_sea_water	-	Dissolved oxygen
8194	Density	kg/m3	1	8194	DENS	kg m-3	10	35	sea_water_sigma_theta	-	Sea water sigma theta
8195	Sealevel	m	1	8195	SLEV	m	-10	10	sea_surface_height_above_sea_level	-	Observed sea level
8515	Tp	s	1	8515	VTPK	s	0	30	sea_surface_wave_period_at_variance_spectral_density_maximum	spectral analysis	Wave period at spectral peak / peak period (Tp)
8523	ThTp	deg	1	8523	VPED	degree	0	360	sea_surface_wave_from_direction_at_variance_spectral_density_maximum	spectral analysis	Wave principal direction at spectral peak
8525	SprTp	deg	1	8525	VPSP	degree	0	360	directional_spread_peak	unknown	Directional spread wave peak
8600	WatTemp_00	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8601	WatTemp_01	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8602	WatTemp_02	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8603	WatTemp_03	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8604	WatTemp_04	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8605	WatTemp_05	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8606	WatTemp_06	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8607	WatTemp_07	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8608	WatTemp_08	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8609	WatTemp_09	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8610	WatTemp_10	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8611	WatTemp_11	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8612	WatTemp_12	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8613	WatTemp_13	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8614	WatTemp_14	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8615	WatTemp_15	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8616	WatTemp_16	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8617	WatTemp_17	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8618	WatTemp_18	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8619	WatTemp_19	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8620	WatTemp_20	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8621	WatTemp_21	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8622	WatTemp_22	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8623	WatTemp_23	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8624	WatTemp_24	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8625	WatTemp_25	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8626	WatTemp_26	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8627	WatTemp_27	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8628	WatTemp_28	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8629	WatTemp_29	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8630	WatTemp_30	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8631	WatTemp_31	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8632	WatTemp_32	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8633	WatTemp_33	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8634	WatTemp_34	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8635	WatTemp_35	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8636	WatTemp_36	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8637	WatTemp_37	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8638	WatTemp_38	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8639	WatTemp_39	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8640	WatTemp_40	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8641	WatTemp_41	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8642	WatTemp_42	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8643	WatTemp_43	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8644	WatTemp_44	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8645	WatTemp_45	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8646	WatTemp_46	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8647	WatTemp_47	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8648	WatTemp_48	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8649	WatTemp_49	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8650	WatTemp_50	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8651	WatTemp_51	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8652	WatTemp_52	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8653	WatTemp_53	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8654	WatTemp_54	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8655	WatTemp_55	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8656	WatTemp_56	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8657	WatTemp_57	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8658	WatTemp_58	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8659	WatTemp_59	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8660	WatTemp_60	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8661	WatTemp_61	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8662	WatTemp_62	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8663	WatTemp_63	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8664	WatTemp_64	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8665	WatTemp_65	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8666	WatTemp_66	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8667	WatTemp_67	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8668	WatTemp_68	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8669	WatTemp_69	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8670	WatTemp_70	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8671	WatTemp_71	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8672	WatTemp_72	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8673	WatTemp_73	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8674	WatTemp_74	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8675	WatTemp_75	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8676	WatTemp_76	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8677	WatTemp_77	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8678	WatTemp_78	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8679	WatTemp_79	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8680	WatTemp_80	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8681	WatTemp_81	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8682	WatTemp_82	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8683	WatTemp_83	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8684	WatTemp_84	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8685	WatTemp_85	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8686	WatTemp_86	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8687	WatTemp_87	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8688	WatTemp_88	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8689	WatTemp_89	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8690	WatTemp_90	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8691	WatTemp_91	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8692	WatTemp_92	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8693	WatTemp_93	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8694	WatTemp_94	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8695	WatTemp_95	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8696	WatTemp_96	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8697	WatTemp_97	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8698	WatTemp_98	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8699	WatTemp_99	degC	1	8179	TEMP	degrees_C	-2	32	sea_water_temperature	-	Sea temperature
8700	Salinity_00	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8701	Salinity_01	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8702	Salinity_02	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8703	Salinity_03	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8704	Salinity_04	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8705	Salinity_05	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8706	Salinity_06	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8707	Salinity_07	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8708	Salinity_08	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8709	Salinity_09	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8710	Salinity_10	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8711	Salinity_11	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8712	Salinity_12	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8713	Salinity_13	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8714	Salinity_14	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8715	Salinity_15	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8716	Salinity_16	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8717	Salinity_17	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8718	Salinity_18	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8719	Salinity_19	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8720	Salinity_20	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8721	Salinity_21	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8722	Salinity_22	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8723	Salinity_23	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8724	Salinity_24	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8725	Salinity_25	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8726	Salinity_26	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8727	Salinity_27	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8728	Salinity_28	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8729	Salinity_29	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8730	Salinity_30	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8731	Salinity_31	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8732	Salinity_32	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8733	Salinity_33	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8734	Salinity_34	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8735	Salinity_35	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8736	Salinity_36	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8737	Salinity_37	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8738	Salinity_38	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8739	Salinity_39	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8740	Salinity_40	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8741	Salinity_41	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8742	Salinity_42	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8743	Salinity_43	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8744	Salinity_44	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8745	Salinity_45	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8746	Salinity_46	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8747	Salinity_47	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8748	Salinity_48	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8749	Salinity_49	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8750	Salinity_50	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8751	Salinity_51	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8752	Salinity_52	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8753	Salinity_53	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8754	Salinity_54	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8755	Salinity_55	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8756	Salinity_56	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8757	Salinity_57	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8758	Salinity_58	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8759	Salinity_59	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8760	Salinity_60	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8761	Salinity_61	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8762	Salinity_62	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8763	Salinity_63	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8764	Salinity_64	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8765	Salinity_65	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8766	Salinity_66	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8767	Salinity_67	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8768	Salinity_68	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8769	Salinity_69	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8770	Salinity_70	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8771	Salinity_71	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8772	Salinity_72	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8773	Salinity_73	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8774	Salinity_74	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8775	Salinity_75	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8776	Salinity_76	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8777	Salinity_77	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8778	Salinity_78	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8779	Salinity_79	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8780	Salinity_80	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8781	Salinity_81	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8782	Salinity_82	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8783	Salinity_83	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8784	Salinity_84	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8785	Salinity_85	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8786	Salinity_86	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8787	Salinity_87	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8788	Salinity_88	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8789	Salinity_89	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8790	Salinity_90	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8791	Salinity_91	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8792	Salinity_92	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8793	Salinity_93	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8794	Salinity_94	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8795	Salinity_95	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8796	Salinity_96	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8797	Salinity_97	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8798	Salinity_98	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8799	Salinity_99	PSU	1	8181	PSAL	0.001	0	40	sea_water_salinity	-	Practical salinity
8800	CurDir_00	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8801	CurDir_01	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8802	CurDir_02	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8803	CurDir_03	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8804	CurDir_04	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8805	CurDir_05	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
8806	CurDir_06	deg	1	8183	HCDT	degree	0	360	direction_of_sea_water_velocity	-	Current to direction relative true north
