Data type	Check status	Checked by	Year	Sampling platform (code)	Visit event identifier	Expedition identifier	Station name	Reported station name	Project	Orderer	Sampling date	Sampling time (start)	Sampling date (end)	Sampling time (end)	Shark sample id	Sample latitude (DM)	Sample longitude (DM)	Sample latitude (DD)	Sample longitude (DD)	Positioning system (code)	Station water depth	Wind direction (code)	Wind speed (m/s)	Air temperature (C)	Wet-bulb temperature (C)	Air pressure (hpa)	Weather observations (code)	Cloud (code)	Wave observation (code)	Ice (code)	Secchi depth (m)	Q-flag Secchi depth	Additional Sampling	Sampling event comment	Sampling depth (m)	Pressure CTD (dbar)	Q-flag Pressure CTD	Temperature bottle (C)	Q-flag Temperature bottle	Temperature CTD (C)	Q-flag Temperature CTD	Salinity bottle (o/oo psu)	Q-flag Salinity bottle	Salinity CTD (o/oo psu)	Q-flag Salinity CTD	Conductivity_25 bottle (mS/m)	Q-flag Conductivity_25 bottle	Conductivity CTD (mS/m)	Q-flag Conductivity CTD	Dissolved oxygen O2 bottle (ml/l)	Q-flag Dissolved oxygen O2 bottle	Dissolved oxygen O2 CTD (ml/l)	Q-flag Dissolved oxygen CTD	Hydrogen sulphide H2S (umol/l)	Q-flag Hydrogen sulphide H2S	pH	Q-flag pH	pH Laboratory	Q-flag pH Laboratory	Temperature pH Laboratory (C)	Q-flag Temperature pH Laboratory	Alkalinity (mmol/kg)	Q-flag Alkalinity	Alkalinity_2 (mmol/l)	Q-flag Alkalinity_2	Phosphate PO4-P (umol/l)	Q-flag Phosphate PO4-P	Total phosphorus Tot-P (umol/l)	Q-flag Total phosphorus Tot-P	Nitrite NO2-N (umol/l)	Q-flag Nitrite NO2-N	Nitrate NO3-N (umol/l)	Q-flag Nitrate NO3-N	Nitrite+Nitrate NO2+NO3-N (umol/l)	Q-flag Nitrite+Nitrate NO2+NO3-N	Ammonium NH4-N (umol/l)	Q-flag Ammonium NH4-N	Total Nitrogen Tot-N (umol/l)	Q-flag Total Nitrogen Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	Q-flag Humus	Chlorophyll-a bottle (ug/l)	Q-flag Chlorophyll-a bottle	Dissovled organic carbon DOC (umol/l)	Q-flag Dissovled organic carbon DOC	Particulate organic carbon POC (umol/l)	Q-flag Particulate organic carbon POC	Total organic carbon TOC (mg/l)	Q-flag Total organic carbon TOC	Particulate organic nitrogen PON (umol/l)	Q-flag Particulate organic nitrogen PON	Current direction (deca degrees)	Q-flag Current direction	Current velocity (cm/s)	Q-flag Current velocity	Lignin (mg/l)	Q-flag Lignin	Yellow substance (1/l)	Q-flag Yellow substance	Aluminium (ug/l)	Q-flag Aluminium	Urea (umol/l)	Q-flag Urea	Colored dissolved organic matter CDOM (1/m)	Q-flag Colored dissolved organic matter CDOM	Sample comment	Water category	Water district	Sea area name	Sea area code	Water type area	Sea basin	HELCOM/OSPAR area	Economic zone	County	Municipality	Station ID (VISS)	Reporting institute	Data holding centre	Internet access	Data set name	File name
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0057		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-07-18	06:30			SHARK-HYD+2017+77LA+0057+0+0	58 48.19	17 37.52	58.80317	17.62533	NOM		32	8	16			0	0	2	0	9.3				0					13.42				6.281								6.90												1.523		0.26		0.63						0.02	<	0.06		18.7						1.6																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0057		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-07-18	06:30			SHARK-HYD+2017+77LA+0057+5+5	58 48.19	17 37.52	58.80317	17.62533	NOM		32	8	16			0	0	2	0	9.3				5					13.33				6.276								6.80												1.524		0.27		0.69						0.02	<	0.29		20.0						1.8																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0057		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-07-18	06:30			SHARK-HYD+2017+77LA+0057+10+10	58 48.19	17 37.52	58.80317	17.62533	NOM		32	8	16			0	0	2	0	9.3				10					12.77				6.272								6.77												1.522		0.27		0.68						0.02	<	0.08		18.9						1.7																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0057		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-07-18	06:30			SHARK-HYD+2017+77LA+0057+15+15	58 48.19	17 37.52	58.80317	17.62533	NOM		32	8	16			0	0	2	0	9.3				15					11.56				6.265								6.66												1.523		0.30		0.63						0.06		0.23		18.2						1.2																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0057		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-07-18	06:30			SHARK-HYD+2017+77LA+0057+20+20	58 48.19	17 37.52	58.80317	17.62533	NOM		32	8	16			0	0	2	0	9.3				20					10.45				6.342								6.48												1.535		0.38		0.75						0.02		0.15		18.3						1.0																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0057		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-07-18	06:30			SHARK-HYD+2017+77LA+0057+25+25	58 48.19	17 37.52	58.80317	17.62533	NOM		32	8	16			0	0	2	0	9.3				25					7.33				6.762								6.52												1.590		0.64		0.97						0.07		0.19		18.0																															2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0057		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-07-18	06:30			SHARK-HYD+2017+77LA+0057+30+30	58 48.19	17 37.52	58.80317	17.62533	NOM		32	8	16			0	0	2	0	9.3				30					7.20				6.782								6.53												1.593		0.66		0.97						0.09		0.17		17.8						0.7																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0057		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-07-18	06:30			SHARK-HYD+2017+77LA+0057+35+35	58 48.19	17 37.52	58.80317	17.62533	NOM		32	8	16			0	0	2	0	9.3				35					6.99				6.818								6.55												1.594		0.67		0.97						0.10		0.20		17.9																															2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0057		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-07-18	06:30			SHARK-HYD+2017+77LA+0057+40+40	58 48.19	17 37.52	58.80317	17.62533	NOM		32	8	16			0	0	2	0	9.3				40					6.10				6.980								6.55												1.619		0.83		1.16						0.29		0.46		18.9						0.4																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0051		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-07-05	06:30			SHARK-HYD+2017+77LA+0051+0+0	58 48.19	17 37.52	58.80317	17.62533	NOM	41	32	4	14			1	1	2	0	9.0				0					13.20				6.270								6.45												1.525		0.21		0.66						0.02	<	0.07		19.5						1.9																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0051		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-07-05	06:30			SHARK-HYD+2017+77LA+0051+5+5	58 48.19	17 37.52	58.80317	17.62533	NOM	41	32	4	14			1	1	2	0	9.0				5					13.15				6.273								6.45												1.522		0.22		0.66						0.02	<	0.40		20.0						2.3																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0051		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-07-05	06:30			SHARK-HYD+2017+77LA+0051+10+10	58 48.19	17 37.52	58.80317	17.62533	NOM	41	32	4	14			1	1	2	0	9.0				10					13.14				6.272								6.43												1.523		0.22		0.65						0.02	<	0.08		19.2						1.4																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0051		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-07-05	06:30			SHARK-HYD+2017+77LA+0051+15+15	58 48.19	17 37.52	58.80317	17.62533	NOM	41	32	4	14			1	1	2	0	9.0				15					12.53				6.268								6.34												1.521		0.23		0.63						0.03		0.16		18.7						2.2																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0051		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-07-05	06:30			SHARK-HYD+2017+77LA+0051+20+20	58 48.19	17 37.52	58.80317	17.62533	NOM	41	32	4	14			1	1	2	0	9.0				20					11.30				6.258								6.37												1.519		0.23		0.57						0.02	<	0.12		18.9						1.7																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0051		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-07-05	06:30			SHARK-HYD+2017+77LA+0051+25+25	58 48.19	17 37.52	58.80317	17.62533	NOM	41	32	4	14			1	1	2	0	9.0				25					11.15				6.264								6.43												1.520		0.24		0.60						0.03		0.13		17.8																															2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0051		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-07-05	06:30			SHARK-HYD+2017+77LA+0051+30+30	58 48.19	17 37.52	58.80317	17.62533	NOM	41	32	4	14			1	1	2	0	9.0				30					9.69				6.410								6.38												1.541		0.36		0.72						0.02	<	0.16		17.6						1.2																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0051		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-07-05	06:30			SHARK-HYD+2017+77LA+0051+35+35	58 48.19	17 37.52	58.80317	17.62533	NOM	41	32	4	14			1	1	2	0	9.0				35					5.02				7.016								5.80												1.625		0.82		1.18						0.08		0.17		18.8																															2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0051		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-07-05	06:30			SHARK-HYD+2017+77LA+0051+40+40	58 48.19	17 37.52	58.80317	17.62533	NOM	41	32	4	14			1	1	2	0	9.0				40					4.62				7.138								5.67												1.647		0.96		1.45						0.25		0.28		20.4						0.5																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0045		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-06-20	06:10			SHARK-HYD+2017+77LA+0045+0+0	58 48.19	17 37.52	58.80317	17.62533	NOM	40	32	8	15			1	4	2	0	8.3			LAST CTD-DEPTH: 39.5 M	0					13.38				6.243								6.90												1.512		0.19		0.62						0.02	<	0.05		18.4						1.6																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0045		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-06-20	06:10			SHARK-HYD+2017+77LA+0045+5+5	58 48.19	17 37.52	58.80317	17.62533	NOM	40	32	8	15			1	4	2	0	8.3			LAST CTD-DEPTH: 39.5 M	5					13.20				6.204								6.75												1.512		0.18		0.65						0.02	<	0.27		19.6						1.7																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0045		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-06-20	06:10			SHARK-HYD+2017+77LA+0045+10+10	58 48.19	17 37.52	58.80317	17.62533	NOM	40	32	8	15			1	4	2	0	8.3			LAST CTD-DEPTH: 39.5 M	10					12.04				6.137								6.94												1.508		0.16		0.68						0.02	<	0.07		19.9						2.2																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0045		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-06-20	06:10			SHARK-HYD+2017+77LA+0045+15+15	58 48.19	17 37.52	58.80317	17.62533	NOM	40	32	8	15			1	4	2	0	8.3			LAST CTD-DEPTH: 39.5 M	15					9.88				6.172								6.74												1.505		0.23		0.81						0.02		0.16		20.3						2.0																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0045		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-06-20	06:10			SHARK-HYD+2017+77LA+0045+20+20	58 48.19	17 37.52	58.80317	17.62533	NOM	40	32	8	15			1	4	2	0	8.3			LAST CTD-DEPTH: 39.5 M	20					6.94				6.445								6.78												1.545		0.47		0.79						0.09		0.36		18.4						1.1																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0045		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-06-20	06:10			SHARK-HYD+2017+77LA+0045+25+25	58 48.19	17 37.52	58.80317	17.62533	NOM	40	32	8	15			1	4	2	0	8.3			LAST CTD-DEPTH: 39.5 M	25					6.08				6.595								6.66												1.572		0.56		0.87						0.10		0.37		18.2																															2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0045		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-06-20	06:10			SHARK-HYD+2017+77LA+0045+30+30	58 48.19	17 37.52	58.80317	17.62533	NOM	40	32	8	15			1	4	2	0	8.3			LAST CTD-DEPTH: 39.5 M	30					4.82				6.923								6.27												1.617		0.75		1.06						0.13		0.35		17.9						0.4																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0045		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-06-20	06:10			SHARK-HYD+2017+77LA+0045+35+35	58 48.19	17 37.52	58.80317	17.62533	NOM	40	32	8	15			1	4	2	0	8.3			LAST CTD-DEPTH: 39.5 M	35					4.77				6.938								6.18												1.622		0.79		1.08						0.14		0.37		18.2																															2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0045		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-06-20	06:10			SHARK-HYD+2017+77LA+0045+40+40	58 48.19	17 37.52	58.80317	17.62533	NOM	40	32	8	15			1	4	2	0	8.3			LAST CTD-DEPTH: 39.5 M	40					4.71				6.962								6.19												1.623		0.79		1.38						0.14		0.36		21.5						0.4																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
