Data type	Check status	Checked by	Year	Sampling platform (code)	Visit event identifier	Expedition identifier	Station name	Reported station name	Project	Orderer	Sampling date	Sampling time (start)	Sampling date (end)	Sampling time (end)	Shark sample id	Sample latitude (DM)	Sample longitude (DM)	Sample latitude (DD)	Sample longitude (DD)	Positioning system (code)	Station water depth	Wind direction (code)	Wind speed (m/s)	Air temperature (C)	Wet-bulb temperature (C)	Air pressure (hpa)	Weather observations (code)	Cloud (code)	Wave observation (code)	Ice (code)	Secchi depth (m)	Q-flag Secchi depth	Additional Sampling	Sampling event comment	Sampling depth (m)	Pressure CTD (dbar)	Q-flag Pressure CTD	Temperature bottle (C)	Q-flag Temperature bottle	Temperature CTD (C)	Q-flag Temperature CTD	Salinity bottle (o/oo psu)	Q-flag Salinity bottle	Salinity CTD (o/oo psu)	Q-flag Salinity CTD	Conductivity_25 bottle (mS/m)	Q-flag Conductivity_25 bottle	Conductivity CTD (mS/m)	Q-flag Conductivity CTD	Dissolved oxygen O2 bottle (ml/l)	Q-flag Dissolved oxygen O2 bottle	Dissolved oxygen O2 CTD (ml/l)	Q-flag Dissolved oxygen CTD	Hydrogen sulphide H2S (umol/l)	Q-flag Hydrogen sulphide H2S	pH	Q-flag pH	pH Laboratory	Q-flag pH Laboratory	Temperature pH Laboratory (C)	Q-flag Temperature pH Laboratory	Alkalinity (mmol/kg)	Q-flag Alkalinity	Alkalinity_2 (mmol/l)	Q-flag Alkalinity_2	Phosphate PO4-P (umol/l)	Q-flag Phosphate PO4-P	Total phosphorus Tot-P (umol/l)	Q-flag Total phosphorus Tot-P	Nitrite NO2-N (umol/l)	Q-flag Nitrite NO2-N	Nitrate NO3-N (umol/l)	Q-flag Nitrate NO3-N	Nitrite+Nitrate NO2+NO3-N (umol/l)	Q-flag Nitrite+Nitrate NO2+NO3-N	Ammonium NH4-N (umol/l)	Q-flag Ammonium NH4-N	Total Nitrogen Tot-N (umol/l)	Q-flag Total Nitrogen Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	Q-flag Humus	Chlorophyll-a bottle (ug/l)	Q-flag Chlorophyll-a bottle	Dissovled organic carbon DOC (umol/l)	Q-flag Dissovled organic carbon DOC	Particulate organic carbon POC (umol/l)	Q-flag Particulate organic carbon POC	Total organic carbon TOC (mg/l)	Q-flag Total organic carbon TOC	Particulate organic nitrogen PON (umol/l)	Q-flag Particulate organic nitrogen PON	Current direction (deca degrees)	Q-flag Current direction	Current velocity (cm/s)	Q-flag Current velocity	Lignin (mg/l)	Q-flag Lignin	Yellow substance (1/l)	Q-flag Yellow substance	Aluminium (ug/l)	Q-flag Aluminium	Urea (umol/l)	Q-flag Urea	Colored dissolved organic matter CDOM (1/m)	Q-flag Colored dissolved organic matter CDOM	Sample comment	Water category	Water district	Sea area name	Sea area code	Water type area	Sea basin	HELCOM/OSPAR area	Economic zone	County	Municipality	Station ID (VISS)	Reporting institute	Data holding centre	Internet access	Data set name	File name
Physical and Chemical	Klar	Leverantör och Datavärd	2016	7798	1734		K6	K6	REG Blekinge SRK	Blekingekustens vattenvårdsförbund	2016-04-05	11:00			SHARK-HYD+2016+7798+1734+5+5	56 06.69	14 49.42	56.11150	14.82367		27	30	1	13		1005	0	0	1	0	6.2				5			5.3				7.25																								0.11		0.99		0.07	<	0.36	<	0.07	<	0.08		18.15		14.3						342		8	<	4.1																			2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	Västra Blekinge skärgårds kustvatten	621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	Bornholmshavet och Hanöbukten	HELCOM	Svensk ekonomisk zon	Blekinge län	Karlshamn		Alcontrol AB	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BLK_ALCON	SHARK_PhysicalChemical_2016_BLK_ALCON_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	7798	1734		K6	K6	REG Blekinge SRK	Blekingekustens vattenvårdsförbund	2016-04-05	11:00			SHARK-HYD+2016+7798+1734+15+15	56 06.69	14 49.42	56.11150	14.82367		27	30	1	13		1005	0	0	1	0	6.2				15			4.8				7.43																								0.13		0.88		0.07	<	0.36	<	0.07	<	0.1		15.59		15.3						333		8	<	3.9																			2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	Västra Blekinge skärgårds kustvatten	621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	Bornholmshavet och Hanöbukten	HELCOM	Svensk ekonomisk zon	Blekinge län	Karlshamn		Alcontrol AB	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BLK_ALCON	SHARK_PhysicalChemical_2016_BLK_ALCON_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	7798	1734		K6	K6	REG Blekinge SRK	Blekingekustens vattenvårdsförbund	2016-04-05	11:00			SHARK-HYD+2016+7798+1734+26+26	56 06.69	14 49.42	56.11150	14.82367		27	30	1	13		1005	0	0	1	0	6.2				26			4.3				7.61								8.2																																																											2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	Västra Blekinge skärgårds kustvatten	621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	Bornholmshavet och Hanöbukten	HELCOM	Svensk ekonomisk zon	Blekinge län	Karlshamn		Alcontrol AB	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BLK_ALCON	SHARK_PhysicalChemical_2016_BLK_ALCON_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	7798	2012		VA11 / KAGGEBOFJÄRDEN	VA11	REG Motala ströms SRK	Motala Ströms vattenvårdsförbund	2016-04-05	08:55			SHARK-HYD+2016+7798+2012+0.5+0.5	57 59.98	16 40.30	57.99967	16.67167		21						9	9	9	9	3.90				0.5					5.2				6.6								10.0														0.039		0.355						0.09		0.15		20.0												4.6																			2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	Kaggebofjärden	580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Östergötlands län	Valdemarsvik	SE643094-155124	Alcontrol AB	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_MSV_ALCON	SHARK_PhysicalChemical_2016_MSV_ALCON_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	7798	2012		VA11 / KAGGEBOFJÄRDEN	VA11	REG Motala ströms SRK	Motala Ströms vattenvårdsförbund	2016-04-05	08:55			SHARK-HYD+2016+7798+2012+5+5	57 59.98	16 40.30	57.99967	16.67167		21						9	9	9	9	3.90				5					5.2				6.6								10.0														0.032	<	0.516						0.14		0.27		22.9												4.5																			2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	Kaggebofjärden	580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Östergötlands län	Valdemarsvik	SE643094-155124	Alcontrol AB	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_MSV_ALCON	SHARK_PhysicalChemical_2016_MSV_ALCON_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	7798	2012		VA11 / KAGGEBOFJÄRDEN	VA11	REG Motala ströms SRK	Motala Ströms vattenvårdsförbund	2016-04-05	08:55			SHARK-HYD+2016+7798+2012+10+10	57 59.98	16 40.30	57.99967	16.67167		21						9	9	9	9	3.90				10					2.6				6.9								9.24														0.258		0.710						0.07	<	0.19		20.7												4.3																			2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	Kaggebofjärden	580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Östergötlands län	Valdemarsvik	SE643094-155124	Alcontrol AB	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_MSV_ALCON	SHARK_PhysicalChemical_2016_MSV_ALCON_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	7798	2012		VA11 / KAGGEBOFJÄRDEN	VA11	REG Motala ströms SRK	Motala Ströms vattenvårdsförbund	2016-04-05	08:55			SHARK-HYD+2016+7798+2012+20.5+20.5	57 59.98	16 40.30	57.99967	16.67167		21						9	9	9	9	3.90				20.5					2.0				7.1								7.98														0.235		1.129						0.21		0.10		21.4												4.8																			2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	Kaggebofjärden	580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Östergötlands län	Valdemarsvik	SE643094-155124	Alcontrol AB	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_MSV_ALCON	SHARK_PhysicalChemical_2016_MSV_ALCON_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	7798	1735		VH 1	VH 1	REG Västra Hanöbukten SRK	Vattenvårdsförbundet för västra Hanöbukten	2016-04-05	12:30			SHARK-HYD+2016+7798+1735+0.5+0.5	55 58.99	14 30.83	55.98317	14.51383		14.2	30	1	17		1005	0	0	1	0	12.5				0.5			6.4				7.43																								0.22		0.79		0.07	<	0.36	<	0.07	<	0.1		15.94		12.4				1.5		350		8	<	4																			2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	V Hanöbuktens kustvatten	554800-142001	07 - Skånes kustvatten	Bornholmshavet och Hanöbukten	HELCOM	Svensk ekonomisk zon	Skåne län	Kristianstad		Alcontrol AB	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_HNO_ALCON	SHARK_PhysicalChemical_2016_HNO_ALCON_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	7798	1735		VH 1	VH 1	REG Västra Hanöbukten SRK	Vattenvårdsförbundet för västra Hanöbukten	2016-04-05	12:30			SHARK-HYD+2016+7798+1735+5+5	55 58.99	14 30.83	55.98317	14.51383		14.2	30	1	17		1005	0	0	1	0	12.5				5			5.7				7.61																								0.11		0.8		0.07	<	0.36	<	0.07	<	0.07		17.31		10.4						350		8	<	4.1																			2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	V Hanöbuktens kustvatten	554800-142001	07 - Skånes kustvatten	Bornholmshavet och Hanöbukten	HELCOM	Svensk ekonomisk zon	Skåne län	Kristianstad		Alcontrol AB	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_HNO_ALCON	SHARK_PhysicalChemical_2016_HNO_ALCON_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	7798	1735		VH 1	VH 1	REG Västra Hanöbukten SRK	Vattenvårdsförbundet för västra Hanöbukten	2016-04-05	12:30			SHARK-HYD+2016+7798+1735+13.2+13.2	55 58.99	14 30.83	55.98317	14.51383		14.2	30	1	17		1005	0	0	1	0	12.5				13.2			5.8				7.79								7.1																																																											2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	V Hanöbuktens kustvatten	554800-142001	07 - Skånes kustvatten	Bornholmshavet och Hanöbukten	HELCOM	Svensk ekonomisk zon	Skåne län	Kristianstad		Alcontrol AB	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_HNO_ALCON	SHARK_PhysicalChemical_2016_HNO_ALCON_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	7798	0428		ÖVF 3:2 LUNDÅKRA	ÖVF 3:2	REG Öresunds vattenvårdsförbund SRK	Öresunds vattenvårdsförbund	2016-04-05	10:43	2016-04-05	11:05	SHARK-HYD+2016+7798+0428+0.5+0.5	55 47.10	12 54.40	55.78500	12.90667	GPS	7.7	00						8			7.7				0.5					5.74				9.12						7.84																0.32		0.77		0.07	<	0.21	<			0.22		17.14		3.93				1.0				10.06						20		21													2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	Lundåkrabukten	554810-125240	06 - Öresunds kustvatten	Öresund	HELCOM	Svensk ekonomisk zon	Skåne län	Kävlinge	SE618791-131845	Toxicon AB	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_ORE_TOXICO	SHARK_PhysicalChemical_2016_ORE_TOXICO_version_2018-05-25.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	7798	0428		ÖVF 3:2 LUNDÅKRA	ÖVF 3:2	REG Öresunds vattenvårdsförbund SRK	Öresunds vattenvårdsförbund	2016-04-05	10:43	2016-04-05	11:05	SHARK-HYD+2016+7798+0428+7+7	55 47.10	12 54.40	55.78500	12.90667	GPS	7.7	00						8			7.7				7					6.14				9.73						7.81																0.29		0.74		0.07	<	0.21	<			0.24		17.14		3.93				1.2				10.59						27		10													2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	Lundåkrabukten	554810-125240	06 - Öresunds kustvatten	Öresund	HELCOM	Svensk ekonomisk zon	Skåne län	Kävlinge	SE618791-131845	Toxicon AB	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_ORE_TOXICO	SHARK_PhysicalChemical_2016_ORE_TOXICO_version_2018-05-25.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	7798	0426		ÖVF 4:11 LOMMA	ÖVF 4:11	REG Öresunds vattenvårdsförbund SRK	Öresunds vattenvårdsförbund	2016-04-05	09:03	2016-04-05	09:16	SHARK-HYD+2016+7798+0426+0.5+0.5	55 39.05	13 02.10	55.65083	13.03500	GPS	3	00						8			3.0				0.5					5.70				8.88						8.21																0.29		0.84		0.07	<	0.21	<			0.44		17.86		4.29				0.8				7.78						22		9													2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	Lommabukten	554040-125750	06 - Öresunds kustvatten	Öresund	HELCOM	Svensk ekonomisk zon	Skåne län	Lomma	SE617259-132552	Toxicon AB	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_ORE_TOXICO	SHARK_PhysicalChemical_2016_ORE_TOXICO_version_2018-05-25.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	7798	0426		ÖVF 4:11 LOMMA	ÖVF 4:11	REG Öresunds vattenvårdsförbund SRK	Öresunds vattenvårdsförbund	2016-04-05	09:03	2016-04-05	09:16	SHARK-HYD+2016+7798+0426+3+3	55 39.05	13 02.10	55.65083	13.03500	GPS	3	00						8			3.0				3					6.18				9.11						8.44																0.26		0.81		0.07	<	0.21	<			0.63		18.57		3.57				1.2				9.27						24		5													2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	Lommabukten	554040-125750	06 - Öresunds kustvatten	Öresund	HELCOM	Svensk ekonomisk zon	Skåne län	Lomma	SE617259-132552	Toxicon AB	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_ORE_TOXICO	SHARK_PhysicalChemical_2016_ORE_TOXICO_version_2018-05-25.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	7798	0427		ÖVF 4:8 LOMMA	ÖVF 4:8	REG Öresunds vattenvårdsförbund SRK	Öresunds vattenvårdsförbund	2016-04-05	09:23	2016-04-05	09:46	SHARK-HYD+2016+7798+0427+0.5+0.5	55 41.20	13 02.20	55.68667	13.03667	GPS	6	00						8			5.9				0.5					6.17				9.00						7.99																0.26		0.74		0.07	<	0.71				0.36		18.57		4.29				1.8				13.04						27		5													2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	Lommabukten	554040-125750	06 - Öresunds kustvatten	Öresund	HELCOM	Svensk ekonomisk zon	Skåne län	Lomma	SE617676-132603	Toxicon AB	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_ORE_TOXICO	SHARK_PhysicalChemical_2016_ORE_TOXICO_version_2018-05-25.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	7798	0427		ÖVF 4:8 LOMMA	ÖVF 4:8	REG Öresunds vattenvårdsförbund SRK	Öresunds vattenvårdsförbund	2016-04-05	09:23	2016-04-05	09:46	SHARK-HYD+2016+7798+0427+6+6	55 41.20	13 02.20	55.68667	13.03667	GPS	6	00						8			5.9				6					5.97				9.41						8.07																0.26		1.77		0.07	<	0.36				0.44		19.29		4.29				0.8				8.20						29		1	<												2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	Lommabukten	554040-125750	06 - Öresunds kustvatten	Öresund	HELCOM	Svensk ekonomisk zon	Skåne län	Lomma	SE617676-132603	Toxicon AB	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_ORE_TOXICO	SHARK_PhysicalChemical_2016_ORE_TOXICO_version_2018-05-25.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	7798	0425		ÖVF 5:2 HÖLLVIKEN	ÖVF 5:2	REG Öresunds vattenvårdsförbund SRK	Öresunds vattenvårdsförbund	2016-04-05	07:32	2016-04-05	07:52	SHARK-HYD+2016+7798+0425+0.5+0.5	55 30.80	12 52.85	55.51333	12.88083	GPS	6	00						8			6.0				0.5					6.07				8.65						8.96																0.32		0.97		0.07	<	0.21	<			0.28		19.29		4.29				0.8				8.18						13		5													2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	S Öresunds kustvatten	552500-124461	07 - Skånes kustvatten	Arkonahavet och S Öresund	HELCOM	Svensk ekonomisk zon	Skåne län	Malmö	SE615859-131575	Toxicon AB	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_ORE_TOXICO	SHARK_PhysicalChemical_2016_ORE_TOXICO_version_2018-05-25.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	7798	0425		ÖVF 5:2 HÖLLVIKEN	ÖVF 5:2	REG Öresunds vattenvårdsförbund SRK	Öresunds vattenvårdsförbund	2016-04-05	07:32	2016-04-05	07:52	SHARK-HYD+2016+7798+0425+6+6	55 30.80	12 52.85	55.51333	12.88083	GPS	6	00						8			6.0				6					6.38				9.01						8.44																0.32		0.55		0.07	<	0.21	<			0.26		17.14		3.57				0.6				5.83						13		4													2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	S Öresunds kustvatten	552500-124461	07 - Skånes kustvatten	Arkonahavet och S Öresund	HELCOM	Svensk ekonomisk zon	Skåne län	Malmö	SE615859-131575	Toxicon AB	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_ORE_TOXICO	SHARK_PhysicalChemical_2016_ORE_TOXICO_version_2018-05-25.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0024		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-04-04	07:55			SHARK-HYD+2016+77FY+0024+0+0	58 35.00	18 14.00	58.58333	18.23333		455	9	6	8			2	8	2	0	6			SECCHI: Sub surface binoculars	0					3.31				6.40								10.38												1.564		0.36		0.91						0.02	<	0.08		20.57		17.60				3.83																									3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0024		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-04-04	07:55			SHARK-HYD+2016+77FY+0024+5+5	58 35.00	18 14.00	58.58333	18.23333		455	9	6	8			2	8	2	0	6			SECCHI: Sub surface binoculars	5					3.28				6.43								10.28												1.563		0.37		0.95						0.02	<	0.08		21.20		17.58				3.69																									3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0024		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-04-04	07:55			SHARK-HYD+2016+77FY+0024+10+10	58 35.00	18 14.00	58.58333	18.23333		455	9	6	8			2	8	2	0	6			SECCHI: Sub surface binoculars	10					3.15				6.77								9.89												1.571		0.35		1.00						0.02	<	0.09		22.05		17.67				4.69																									3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0024		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-04-04	07:55			SHARK-HYD+2016+77FY+0024+15+15	58 35.00	18 14.00	58.58333	18.23333		455	9	6	8			2	8	2	0	6			SECCHI: Sub surface binoculars	15					3.10				6.80								9.75												1.634		0.43		0.78						0.03		0.11		19.17		16.95				2.02																									3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0024		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-04-04	07:55			SHARK-HYD+2016+77FY+0024+20+20	58 35.00	18 14.00	58.58333	18.23333		455	9	6	8			2	8	2	0	6			SECCHI: Sub surface binoculars	20					2.87				6.82								9.66												1.642		0.44		0.73						0.06		0.17		18.14		16.63				1.24																									3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0024		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-04-04	07:55			SHARK-HYD+2016+77FY+0024+25+25	58 35.00	18 14.00	58.58333	18.23333		455	9	6	8			2	8	2	0	6			SECCHI: Sub surface binoculars	25					2.44				6.88								9.47												1.641		0.48		0.79						0.52		0.17		18.94		17.12																													3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0024		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-04-04	07:55			SHARK-HYD+2016+77FY+0024+30+30	58 35.00	18 14.00	58.58333	18.23333		455	9	6	8			2	8	2	0	6			SECCHI: Sub surface binoculars	30					3.22				6.98								9.52												1.640		0.68		0.93						2.24		0.15		19.85		18.45				0.90																									3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0024		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-04-04	07:55			SHARK-HYD+2016+77FY+0024+40+40	58 35.00	18 14.00	58.58333	18.23333		455	9	6	8			2	8	2	0	6			SECCHI: Sub surface binoculars	40					3.22				7.10								8.96												1.657		0.83		1.05						3.50		0.09		20.25		18.27				0.46																									3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
